trip_distance(km),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation
20,3.7,Winter tires,1,1,1,Normal,18.5,0,0,49.0,1.7
55,8.69,Winter tires,1,0,1,Normal,15.8,0,0,31.0,-1.0
102,14.17,Winter tires,0,1,0,Moderate,13.9,0,0,49.0,-2.9
7,1.12,Winter tires,1,0,0,Moderate,16.0,0,0,29.0,-0.8
7,0.86,Winter tires,1,0,0,Normal,12.3,0,0,28.0,-4.5
20,1.79,Winter tires,1,1,1,Normal,8.9,0,0,45.0,-7.9
20,3.72,Winter tires,1,1,1,Normal,18.6,0,0,47.0,1.8
23,2.23,Winter tires,1,1,1,Normal,9.7,0,0,53.0,-7.1
20,3.64,Winter tires,1,1,1,Normal,18.2,0,0,45.0,1.4
20,1.66,Winter tires,1,1,1,Normal,8.3,0,0,38.0,-8.5
20,3.9,Winter tires,1,1,1,Normal,19.5,0,0,42.0,2.7
7,1.0,Winter tires,1,0,0,Normal,14.4,0,0,28.0,-2.4
20,1.92,Winter tires,1,1,1,Normal,9.6,0,0,44.0,-7.2
20,3.9,Winter tires,1,1,1,Normal,19.5,0,0,40.0,2.7
20,1.9,Winter tires,1,1,1,Normal,9.5,0,0,49.0,-7.3
20,3.92,Winter tires,1,1,1,Normal,19.6,0,0,44.0,2.8
387,54.56,Winter tires,0,1,0,Moderate,14.1,0,0,76.0,-2.7
175,24.85,Winter tires,0,1,1,Moderate,14.2,0,0,64.0,-2.6
552,73.41,Winter tires,0,1,0,Moderate,13.3,0,0,72.0,-3.5
2,0.29,Winter tires,1,0,0,Normal,14.9,0,0,17.0,-1.9
35,4.23,Winter tires,1,1,1,Normal,12.1,0,0,35.0,-4.7
20,3.64,Winter tires,1,1,1,Normal,18.2,0,0,44.0,1.4
20,1.88,Winter tires,1,1,1,Normal,9.4,0,0,49.0,-7.4
20,3.76,Winter tires,1,1,1,Normal,18.8,0,0,47.0,2.0
2,0.33,Winter tires,1,0,0,Normal,16.9,0,0,28.0,0.1
22,2.2,Winter tires,1,1,1,Normal,10.0,0,0,43.0,-6.8
20,4.62,Winter tires,1,1,1,Normal,23.1,1,1,43.0,6.3
20,1.9,Winter tires,1,1,1,Normal,9.5,0,0,47.0,-7.3
20,3.88,Winter tires,1,1,1,Normal,19.4,1,0,40.0,2.6
359,50.26,Winter tires,0,1,1,Normal,14.0,0,0,71.0,-2.8
345,56.58,Winter tires,0,1,0,Fast,16.4,0,0,78.0,-0.4
17,2.31,Winter tires,1,0,0,Moderate,13.6,0,0,36.0,-3.2
20,1.94,Winter tires,1,1,1,Normal,9.7,0,0,37.0,-7.1
20,4.0,Winter tires,1,1,1,Normal,20.1,0,0,45.0,3.3
20,2.0,Winter tires,1,1,1,Moderate,10.1,0,0,42.0,-6.7
20,3.54,Winter tires,1,1,1,Moderate,17.7,0,0,45.0,0.9
46,5.75,Winter tires,1,1,1,Moderate,12.5,0,0,39.0,-4.3
20,3.6,Winter tires,1,1,1,Normal,18.0,0,0,48.0,1.2
2,0.32,Winter tires,1,0,0,Normal,16.0,0,0,27.0,-0.8
2,0.25,Winter tires,1,0,0,Normal,12.8,0,0,19.0,-4.0
20,1.92,Winter tires,1,1,1,Normal,9.6,0,0,45.0,-7.2
20,4.0,Winter tires,1,1,1,Fast,20.3,0,0,38.0,3.5
37,3.77,Winter tires,1,1,1,Normal,10.2,0,0,42.0,-6.6
20,3.66,Winter tires,1,0,0,Normal,18.3,0,0,43.0,1.5
4,0.53,Winter tires,1,0,0,Normal,13.4,0,0,25.0,-3.4
5,0.66,Winter tires,1,1,0,Normal,13.3,0,0,32.0,-3.5
2,0.32,Winter tires,1,0,0,Normal,16.0,0,0,24.0,-0.8
71,9.79,Winter tires,0,1,0,Moderate,13.8,0,0,56.0,-3.0
49,6.46,Winter tires,1,1,0,Moderate,13.2,0,0,50.0,-3.6
20,1.84,Winter tires,1,1,1,Normal,9.2,0,0,43.0,-7.6
20,3.8,Winter tires,1,1,1,Normal,19.0,0,0,44.0,2.2
33,3.0,Winter tires,1,0,1,Moderate,9.2,0,0,42.0,-7.6
20,3.68,Winter tires,1,1,1,Normal,18.4,0,0,52.0,1.6
21,1.6,Winter tires,1,1,1,Normal,7.7,0,0,40.0,-9.1
20,4.16,Winter tires,1,1,1,Fast,20.8,0,1,40.0,4.0
2,0.3,Winter tires,1,0,0,Normal,15.2,0,0,26.0,-1.6
22,2.0,Winter tires,1,1,1,Normal,9.2,0,0,44.0,-7.6
20,3.82,Winter tires,1,1,1,Normal,19.1,0,0,45.0,2.3
20,1.82,Winter tires,1,1,1,Normal,9.1,0,0,49.0,-7.7
20,3.72,Winter tires,1,1,0,Normal,18.6,0,0,47.0,1.8
270,41.5,Winter tires,1,1,0,Fast,15.4,0,0,71.0,-1.4
17,2.29,Winter tires,1,0,0,Normal,13.5,0,0,38.0,-3.3
269,38.73,Winter tires,0,1,1,Fast,14.4,0,0,74.0,-2.4
36,4.0,Winter tires,1,0,1,Normal,11.2,0,0,45.0,-5.6
20,3.7,Winter tires,1,1,1,Normal,18.7,0,0,43.0,1.9
20,1.86,Winter tires,1,1,1,Normal,9.3,0,0,50.0,-7.5
20,3.8,Winter tires,1,1,1,Normal,19.0,0,0,47.0,2.2
33,3.7,Winter tires,1,0,1,Normal,11.3,0,0,40.0,-5.5
20,3.62,Winter tires,1,1,1,Normal,18.1,0,0,43.0,1.3
2,0.36,Winter tires,1,0,0,Normal,18.0,0,0,23.0,1.2
41,5.12,Winter tires,1,1,0,Normal,12.5,0,0,31.0,-4.3
20,3.9,Winter tires,1,1,1,Normal,19.0,0,0,46.0,2.2
20,1.96,Winter tires,1,1,1,Normal,9.8,0,0,33.0,-7.0
20,3.64,Winter tires,1,1,1,Normal,18.2,0,0,45.0,1.4
20,3.22,Winter tires,1,0,0,Moderate,16.1,0,1,39.0,-0.7
4,0.58,Winter tires,1,0,0,Moderate,14.5,0,0,28.0,-2.3
89,11.7,Winter tires,0,1,0,Moderate,13.2,0,0,56.0,-3.6
103,14.7,Winter tires,0,1,0,Moderate,14.3,0,0,66.0,-2.5
2,0.39,Winter tires,1,0,0,Moderate,19.7,0,0,20.0,2.9
20,1.76,Winter tires,1,1,1,Moderate,8.8,0,0,46.0,-8.0
20,3.6,Winter tires,1,1,1,Moderate,18.0,0,0,39.0,1.2
20,1.86,Winter tires,1,1,1,Moderate,9.3,0,0,38.0,-7.5
20,3.6,Winter tires,1,1,1,Moderate,18.0,0,0,48.0,1.2
33,3.3,Winter tires,1,0,1,Moderate,10.0,0,0,41.0,-6.8
20,3.74,Winter tires,1,1,1,Normal,18.7,0,0,39.0,1.9
2,0.35,Winter tires,1,0,0,Normal,17.8,0,0,16.0,1.0
6,0.86,Summer tires,1,0,0,Normal,14.4,0,0,24.0,-2.4
20,1.76,Summer tires,1,1,1,Normal,8.8,0,0,46.0,-8.0
20,3.78,Summer tires,1,1,1,Normal,18.9,0,0,54.0,2.1
17,2.1,Summer tires,1,0,0,Moderate,12.6,0,0,35.0,-4.2
42,5.25,Summer tires,0,1,0,Moderate,12.5,0,0,60.0,-4.3
26,3.97,Summer tires,0,1,1,Normal,15.3,0,0,41.0,-1.5
79,8.9,Summer tires,1,1,0,Moderate,13.3,0,0,43.0,-3.5
20,1.86,Summer tires,1,1,1,Normal,9.3,0,0,40.0,-7.5
20,4.22,Summer tires,1,1,1,Fast,21.1,0,0,50.0,4.3
20,1.78,Summer tires,1,1,1,Normal,8.9,0,0,32.0,-7.9
20,3.74,Summer tires,1,1,1,Normal,18.7,0,0,42.0,1.9
33,3.43,Summer tires,1,1,1,Normal,10.4,0,0,30.0,-6.4
20,3.7,Summer tires,1,1,1,Normal,18.5,0,0,39.0,1.7
15,2.0,Summer tires,1,0,1,Normal,13.4,0,0,38.0,-3.4
2,0.24,Summer tires,1,0,0,Normal,12.4,0,0,19.0,-4.4
20,1.9,Summer tires,1,1,1,Normal,9.5,0,0,39.0,-7.3
20,3.74,Summer tires,1,1,1,Normal,18.7,0,0,38.0,1.9
20,3.74,Summer tires,1,1,1,Normal,18.7,0,0,39.0,1.9
20,1.86,Summer tires,1,0,1,Normal,9.3,0,0,50.0,-7.5
4,0.48,Summer tires,1,0,0,Moderate,12.2,0,0,25.0,-4.6
5,0.6,Summer tires,1,0,0,Moderate,12.1,0,0,24.0,-4.7
15,1.84,Summer tires,1,0,0,Moderate,12.3,0,0,23.0,-4.5
642,84.1,Summer tires,0,1,0,Normal,13.1,0,0,76.0,-3.7
85,5.95,Summer tires,1,0,1,Normal,7.0,0,0,38.0,-9.8
77,13.7,Summer tires,1,0,1,Normal,17.8,0,0,40.0,1.0
161,19.32,Summer tires,1,1,1,Normal,12.0,0,0,67.0,-4.8
23,2.85,Summer tires,1,0,0,Moderate,12.4,0,0,48.0,-4.4
104,14.14,Summer tires,1,1,1,Normal,13.6,0,0,58.0,-3.2
7,1.13,Summer tires,1,0,0,Normal,16.2,0,0,27.0,-0.6
7,0.61,Summer tires,1,0,0,Normal,8.8,0,0,23.0,-8.0
331,42.7,Summer tires,0,0,1,Moderate,12.9,0,0,55.0,-3.9
173,21.6,Summer tires,0,1,0,Moderate,12.5,0,0,62.0,-4.3
187,23.18,Summer tires,0,1,1,Moderate,12.4,0,0,64.0,-4.4
30,4.0,Summer tires,1,0,1,Normal,13.54,0,0,32.0,-3.26
9,1.17,Summer tires,1,0,0,Normal,13.1,0,0,33.0,-3.7
43,4.77,Summer tires,0,1,0,Moderate,11.1,0,0,59.0,-5.7
28,3.64,Summer tires,1,1,0,Normal,13.0,0,0,59.0,-3.8
36,4.42,Summer tires,1,1,0,Normal,12.3,0,0,46.0,-4.5
43,5.28,Summer tires,0,1,0,Normal,12.3,0,0,61.0,-4.5
21,1.76,Summer tires,1,1,1,Normal,8.4,0,0,31.0,-8.4
20,3.52,Summer tires,1,1,1,Normal,17.6,0,0,50.0,0.8
20,1.5,Summer tires,1,1,1,Normal,7.5,0,0,36.0,-9.3
20,3.52,Summer tires,1,1,1,Normal,17.6,0,0,46.0,0.8
36,3.24,Summer tires,1,0,1,Normal,9.0,0,0,40.0,-7.8
20,3.46,Summer tires,1,1,1,Normal,17.3,0,0,51.0,0.5
25,2.07,Summer tires,1,1,1,Normal,8.3,0,0,38.0,-8.5
20,3.28,Summer tires,1,1,1,Normal,16.4,0,0,50.0,-0.4
20,1.54,Summer tires,1,1,1,Normal,7.7,0,0,46.0,-9.1
20,3.34,Summer tires,1,1,1,Normal,16.7,0,0,46.0,-0.1
107,11.98,Summer tires,0,1,0,Moderate,11.2,0,0,73.0,-5.6
84,9.32,Summer tires,0,1,0,Moderate,11.1,0,0,55.0,-5.7
13,1.3,Summer tires,1,0,0,Normal,10.5,0,0,27.0,-6.3
13,1.52,Summer tires,1,0,1,Normal,11.7,0,0,33.0,-5.1
13,1.69,Summer tires,1,0,1,Normal,13.0,0,0,40.0,-3.8
36,3.24,Summer tires,1,1,1,Normal,9.0,0,0,38.0,-7.8
20,3.52,Summer tires,1,1,1,Normal,17.6,0,0,49.0,0.8
20,1.42,Summer tires,1,1,1,Normal,7.1,0,0,36.0,-9.7
20,3.58,Summer tires,1,1,1,Normal,17.9,0,0,51.0,1.1
33,2.7,Summer tires,1,0,1,Normal,8.2,0,0,33.0,-8.6
20,3.4,Summer tires,1,1,1,Normal,17.0,0,0,47.0,0.2
2,0.27,Summer tires,1,0,0,Normal,13.8,0,0,23.0,-3.0
22,1.65,Summer tires,1,1,1,Normal,7.5,0,0,46.0,-9.3
20,3.38,Summer tires,1,1,1,Normal,16.9,0,0,48.0,0.1
20,1.64,Summer tires,1,1,1,Normal,8.2,0,0,44.0,-8.6
20,3.46,Summer tires,1,1,1,Normal,17.3,0,0,47.0,0.5
206,22.24,Summer tires,0,1,0,Moderate,10.8,0,0,67.0,-6.0
4,0.53,Summer tires,1,0,0,Normal,13.4,0,0,26.0,-3.4
198,21.97,Summer tires,0,1,1,Moderate,11.1,0,0,70.0,-5.7
11,1.23,Summer tires,1,0,0,Normal,11.2,0,0,34.0,-5.6
20,3.25,Summer tires,1,1,1,Normal,16.2,0,0,50.0,-0.6
20,1.38,Summer tires,1,1,1,Normal,6.9,0,0,35.0,-9.9
20,1.38,Summer tires,1,1,1,Normal,6.9,0,0,35.0,-9.9
20,3.34,Summer tires,1,1,1,Normal,16.7,0,0,51.0,-0.1
32,2.46,Summer tires,1,0,1,Normal,7.7,0,0,40.0,-9.1
20,3.34,Summer tires,1,1,1,Normal,16.7,0,0,51.0,-0.1
20,1.28,Summer tires,1,1,1,Normal,6.4,0,0,47.0,-10.4
20,3.28,Summer tires,1,1,1,Normal,16.4,0,0,49.0,-0.4
20,1.5,Summer tires,1,1,1,Normal,7.5,0,0,51.0,-9.3
20,3.35,Summer tires,1,1,1,Normal,16.8,0,0,48.0,0.0
11,1.18,Summer tires,1,0,0,Normal,10.8,0,0,34.0,-6.0
15,1.48,Summer tires,1,0,0,Normal,9.9,0,0,23.0,-6.9
16,1.74,Summer tires,1,0,0,Normal,10.9,0,0,27.0,-5.9
17,1.9,Summer tires,1,0,0,Normal,11.2,0,0,25.0,-5.6
13,1.53,Summer tires,1,0,0,Normal,11.8,0,0,26.0,-5.0
7,0.71,Summer tires,1,0,0,Moderate,10.2,0,0,34.0,-6.6
34,2.99,Summer tires,1,0,1,Moderate,8.8,0,0,33.0,-8.0
20,3.28,Summer tires,1,1,1,Moderate,16.4,0,0,49.0,-0.4
20,1.64,Summer tires,1,1,1,Fast,8.2,0,0,49.0,-8.6
20,3.86,Summer tires,1,1,1,Fast,19.3,0,0,56.0,2.5
7,0.77,Summer tires,1,0,0,Normal,11.0,0,0,30.0,-5.8
69,8.28,Summer tires,0,1,1,Normal,12.0,0,0,38.0,-4.8
51,6.52,Summer tires,0,1,1,Normal,12.8,0,0,52.0,-4.0
4,0.46,Summer tires,1,0,0,Normal,11.5,0,0,24.0,-5.3
25,2.0,Summer tires,1,1,1,Normal,8.0,0,0,40.0,-8.8
20,3.46,Summer tires,1,1,1,Normal,17.3,0,0,48.0,0.5
22,1.78,Summer tires,1,1,1,Normal,8.1,0,0,44.0,-8.7
20,3.54,Summer tires,1,1,1,Normal,17.7,0,0,53.0,0.9
22,1.87,Summer tires,1,0,1,Normal,8.5,0,0,43.0,-8.3
20,3.44,Summer tires,1,1,1,Moderate,17.2,0,0,51.0,0.4
2,0.29,Summer tires,1,0,0,Moderate,14.7,0,0,24.0,-2.1
22,1.69,Summer tires,1,1,1,Moderate,7.7,0,0,45.0,-9.1
20,3.28,Summer tires,1,1,1,Moderate,16.4,0,0,47.0,-0.4
20,1.54,Summer tires,1,1,1,Moderate,7.7,0,0,47.0,-9.1
20,3.36,Summer tires,1,1,1,Moderate,16.8,0,0,54.0,0.0
51,5.5,Summer tires,0,1,1,Normal,10.8,0,0,30.0,-6.0
76,8.74,Summer tires,0,1,0,Normal,11.5,0,0,37.0,-5.3
77,9.16,Summer tires,1,0,1,Normal,11.9,0,0,54.0,-4.9
20,1.58,Summer tires,1,1,1,Normal,7.8,0,0,50.0,-9.0
20,3.82,Summer tires,1,1,1,Fast,19.1,0,0,52.0,2.3
20,2.0,Summer tires,1,1,1,Fast,10.0,0,0,49.0,-6.8
20,3.58,Summer tires,1,1,1,Normal,17.9,0,0,51.0,1.1
33,2.87,Summer tires,1,0,1,Normal,8.7,0,0,40.0,-8.1
20,3.56,Summer tires,1,1,1,Normal,17.8,0,0,46.0,1.0
2,0.3,Summer tires,1,0,0,Normal,14.9,0,0,27.0,-1.9
22,2.09,Summer tires,1,1,1,Normal,9.5,0,0,44.0,-7.3
20,3.42,Summer tires,1,1,1,Normal,17.1,0,0,48.0,0.3
20,1.56,Summer tires,1,1,1,Normal,7.8,0,0,51.0,-9.0
20,3.4,Summer tires,1,1,1,Normal,17.0,0,0,51.0,0.2
122,13.78,Summer tires,0,0,1,Moderate,11.3,0,0,41.0,-5.5
39,4.83,Summer tires,1,1,1,Moderate,12.4,0,0,44.0,-4.4
20,1.62,Summer tires,1,1,1,Normal,8.1,0,0,49.0,-8.7
20,3.62,Summer tires,1,1,1,Fast,18.1,0,0,52.0,1.3
109,12.42,Summer tires,1,1,1,Normal,11.4,0,0,48.0,-5.4
20,1.56,Summer tires,1,1,1,Normal,7.8,0,0,46.0,-9.0
20,3.56,Summer tires,1,1,1,Normal,17.8,0,0,56.0,1.0
33,2.64,Summer tires,1,0,1,Normal,8.0,0,0,43.0,-8.8
20,3.6,Summer tires,1,1,1,Fast,18.0,0,0,48.0,1.2
25,2.3,Summer tires,1,1,1,Fast,9.2,0,0,49.0,-7.6
5,0.65,Summer tires,1,0,0,Normal,12.9,0,0,38.0,-3.9
20,3.34,Summer tires,1,1,1,Moderate,16.7,0,0,52.0,-0.1
2,0.27,Summer tires,1,0,0,Normal,13.6,0,0,24.0,-3.2
21,1.3,Summer tires,1,1,1,Moderate,6.2,0,0,51.0,-10.6
20,3.44,Summer tires,1,1,1,Normal,17.2,0,0,47.0,0.4
20,3.24,Summer tires,1,1,1,Moderate,16.2,0,0,46.0,-0.6
32,2.56,Summer tires,1,0,1,Normal,8.0,0,0,40.0,-8.8
2,0.25,Summer tires,1,0,0,Moderate,12.6,0,0,22.0,-4.2
20,1.4,Summer tires,1,1,1,Moderate,7.0,0,0,47.0,-9.8
20,3.34,Summer tires,1,1,1,Moderate,16.7,0,0,49.0,-0.1
20,1.48,Summer tires,1,1,1,Moderate,7.4,0,0,48.0,-9.4
20,3.26,Summer tires,1,1,1,Moderate,16.3,0,0,49.0,-0.5
20,1.36,Summer tires,1,1,1,Moderate,6.8,0,0,50.0,-10.0
20,3.2,Summer tires,1,1,1,Moderate,16.0,0,0,47.0,-0.8
2,0.23,Summer tires,1,0,0,Normal,11.9,0,0,17.0,-4.9
6,1.2,Summer tires,1,0,0,Fast,20.0,0,0,15.0,3.2
2,0.26,Summer tires,1,0,0,Normal,13.2,0,0,21.0,-3.6
74,9.17,Summer tires,0,1,1,Moderate,12.4,0,0,51.0,-4.4
70,8.19,Summer tires,0,1,1,Moderate,11.7,0,0,68.0,-5.1
4,0.46,Summer tires,1,0,0,Moderate,4.0,0,0,25.0,-12.8
24,1.89,Summer tires,1,1,1,Moderate,7.9,0,0,41.0,-8.9
20,3.44,Summer tires,1,1,1,Moderate,17.2,0,0,48.0,0.4
6,0.86,Summer tires,1,0,0,Normal,14.4,0,0,19.0,-2.4
20,1.66,Summer tires,1,1,1,Normal,8.3,0,0,40.0,-8.5
20,3.42,Summer tires,1,1,1,Moderate,17.1,0,0,51.0,0.3
20,1.7,Summer tires,1,1,1,Normal,8.5,0,0,48.0,-8.3
20,3.42,Summer tires,1,1,1,Moderate,17.1,0,0,47.0,0.3
3,0.43,Summer tires,1,1,1,Normal,14.5,0,0,27.0,-2.3
22,1.78,Summer tires,1,1,1,Moderate,8.1,0,0,40.0,-8.7
20,3.44,Summer tires,1,1,1,Moderate,12.7,0,0,51.0,-4.1
20,1.48,Summer tires,1,1,1,Moderate,7.4,0,0,51.0,-9.4
20,3.4,Summer tires,1,1,1,Moderate,17.0,0,0,46.0,0.2
25,2.85,Summer tires,1,0,1,Moderate,11.4,0,0,44.0,-5.4
29,3.36,Summer tires,1,0,1,Moderate,11.6,0,0,43.0,-5.2
70,8.4,Summer tires,0,1,1,Moderate,12.0,0,0,56.0,-4.8
33,2.7,Summer tires,1,1,0,Moderate,8.2,0,0,40.0,-8.6
67,7.97,Summer tires,1,1,0,Moderate,11.9,0,0,65.0,-4.9
20,3.32,Summer tires,1,1,1,Moderate,16.6,0,0,49.0,-0.2
30,4.38,Summer tires,1,0,1,Normal,14.6,0,0,28.0,-2.2
20,1.5,Summer tires,1,1,1,Moderate,7.5,0,0,51.0,-9.3
10,1.52,Summer tires,1,1,1,Moderate,15.2,0,0,23.0,-1.6
23,1.79,Summer tires,1,1,1,Moderate,7.8,0,0,40.0,-9.0
20,3.38,Summer tires,1,1,1,Moderate,16.9,0,0,46.0,0.1
2,0.3,Summer tires,1,0,0,Normal,15.2,0,0,23.0,-1.6
21,1.89,Summer tires,1,1,1,Normal,9.0,0,0,51.0,-7.8
20,3.42,Summer tires,1,1,1,Moderate,17.1,0,0,51.0,0.3
21,1.4,Summer tires,1,1,1,Moderate,6.7,0,0,38.0,-10.1
20,3.42,Summer tires,1,1,1,Moderate,17.1,0,0,44.0,0.3
20,1.46,Summer tires,1,1,1,Moderate,7.3,0,0,44.0,-9.5
20,3.5,Summer tires,1,1,1,Moderate,17.5,0,0,49.0,0.7
20,1.44,Summer tires,1,1,1,Moderate,7.2,0,0,42.0,-9.6
20,3.5,Summer tires,1,1,1,Normal,17.5,0,0,47.0,0.7
11,0.89,Summer tires,1,1,0,Moderate,8.1,0,0,39.0,-8.7
2,0.13,Summer tires,1,1,1,Moderate,6.4,0,0,38.0,-10.4
20,3.54,Summer tires,1,1,1,Moderate,17.7,0,0,43.0,0.9
5,0.59,Summer tires,1,0,0,Moderate,11.9,0,0,26.0,-4.9
24,1.89,Summer tires,1,1,1,Moderate,7.9,0,0,34.0,-8.9
20,3.42,Summer tires,1,1,1,Moderate,17.1,0,0,52.0,0.3
20,3.24,Summer tires,1,1,1,Moderate,16.2,0,0,46.0,-0.6
20,1.68,Summer tires,1,1,1,Normal,8.4,0,0,36.0,-8.4
20,3.5,Summer tires,1,1,1,Moderate,17.5,0,0,47.0,0.7
20,1.52,Summer tires,1,1,1,Moderate,7.6,0,0,51.0,-9.2
86,11.69,Summer tires,0,1,1,Moderate,13.8,1,0,63.0,-3.0
18,2.46,Summer tires,1,0,1,Moderate,13.7,0,0,44.0,-3.1
23,2.94,Summer tires,1,0,1,Moderate,12.8,0,0,61.0,-4.0
23,3.22,Summer tires,1,0,1,Moderate,14.0,0,0,46.0,-2.8
20,3.48,Summer tires,1,1,1,Moderate,17.4,0,0,45.0,0.6
33,2.5,Summer tires,1,0,1,Moderate,7.6,0,0,42.0,-9.2
20,3.52,Summer tires,1,1,1,Normal,17.6,0,0,52.0,0.8
20,1.48,Summer tires,1,1,1,Normal,7.4,0,0,54.0,-9.4
20,3.36,Summer tires,1,1,1,Normal,16.8,0,0,45.0,0.0
22,1.78,Summer tires,1,1,1,Normal,8.1,0,0,49.0,-8.7
20,3.64,Summer tires,1,1,1,Normal,18.2,0,0,47.0,1.4
20,2.04,Summer tires,1,1,1,Normal,10.2,0,0,50.0,-6.6
20,3.64,Summer tires,1,1,1,Normal,18.2,0,0,37.0,1.4
34,4.62,Summer tires,1,1,1,Normal,13.6,0,0,44.0,-3.2
37,3.66,Summer tires,1,0,1,Moderate,9.9,0,0,40.0,-6.9
20,3.94,Summer tires,1,1,1,Normal,19.7,0,0,57.0,2.9
4,0.49,Summer tires,1,1,1,Moderate,12.4,0,0,23.0,-4.4
25,2.52,Summer tires,1,1,1,Moderate,10.1,0,0,39.0,-6.7
20,3.5,Summer tires,1,1,1,Moderate,17.5,0,0,54.0,0.7
33,2.97,Summer tires,1,0,1,Normal,9.0,0,0,44.0,-7.8
20,3.34,Summer tires,1,1,1,Moderate,16.7,0,0,49.0,-0.1
20,1.78,Summer tires,1,1,1,Normal,8.9,0,0,54.0,-7.9
20,3.42,Summer tires,1,1,1,Normal,17.1,0,0,47.0,0.3
24,1.94,Summer tires,1,1,1,Normal,8.1,0,0,40.0,-8.7
20,3.58,Summer tires,1,1,1,Normal,17.9,0,0,52.0,1.1
1,0.13,Summer tires,1,0,0,Normal,13.1,0,0,15.0,-3.7
20,1.74,Summer tires,1,1,1,Normal,8.7,0,0,53.0,-8.1
20,3.72,Summer tires,1,1,1,Normal,18.6,0,0,50.0,1.8
44,5.19,Summer tires,0,1,1,Moderate,11.8,0,0,42.0,-5.0
216,23.32,Summer tires,0,1,1,Moderate,10.8,0,0,57.0,-6.0
42,5.16,Summer tires,1,0,1,Moderate,12.3,0,0,64.0,-4.5
173,19.89,Summer tires,0,1,1,Moderate,11.5,0,0,58.0,-5.3
70,8.05,Summer tires,0,1,0,Moderate,11.5,0,0,60.0,-5.3
20,3.52,Summer tires,1,1,1,Moderate,17.6,0,0,56.0,0.8
41,3.89,Summer tires,1,1,1,Moderate,9.5,0,0,41.0,-7.3
20,3.2,Summer tires,1,1,1,Moderate,16.0,0,0,43.0,-0.8
20,1.64,Summer tires,1,1,1,Moderate,8.2,0,0,51.0,-8.6
20,3.28,Summer tires,1,1,1,Moderate,16.4,0,0,41.0,-0.4
2,0.33,Summer tires,1,0,0,Moderate,16.9,0,0,19.0,0.1
22,2.02,Summer tires,1,1,1,Moderate,9.2,0,0,44.0,-7.6
20,3.4,Summer tires,1,1,1,Moderate,17.0,0,0,39.0,0.2
1,0.1,Summer tires,1,0,0,Moderate,10.3,0,0,15.0,-6.5
20,1.54,Summer tires,1,1,1,Moderate,7.7,0,0,53.0,-9.1
20,3.28,Summer tires,1,1,1,Moderate,16.4,0,0,48.0,-0.4
243,30.1,Summer tires,1,1,1,Normal,12.4,0,0,48.0,-4.4
1,0.1,Summer tires,1,0,0,Normal,10.1,0,0,14.0,-6.7
1,0.14,Summer tires,1,0,0,Normal,14.3,0,0,13.0,-2.5
20,1.52,Summer tires,1,1,1,Normal,7.6,0,0,48.0,-9.2
20,3.38,Summer tires,1,1,1,Normal,16.9,0,0,50.0,0.1
20,3.46,Summer tires,1,1,1,Normal,17.3,0,0,50.0,0.5
1,0.11,Summer tires,1,0,0,Normal,11.4,0,0,14.0,-5.4
20,1.64,Summer tires,1,1,1,Normal,8.2,0,0,42.0,-8.6
20,3.44,Summer tires,1,1,1,Moderate,17.2,0,0,45.0,0.4
7,0.91,Summer tires,1,0,0,Moderate,13.1,0,0,24.0,-3.7
22,2.02,Summer tires,1,1,1,Moderate,9.3,0,0,45.84497041420119,-7.5
22,1.76,Summer tires,1,1,1,Moderate,8.0,0,0,41.0,-8.8
20,2.34,Summer tires,1,1,1,Moderate,17.7,0,0,42.0,0.9
32,2.72,Summer tires,1,0,1,Moderate,8.5,0,0,42.0,-8.3
20,3.66,Summer tires,1,1,1,Moderate,18.3,0,0,36.0,1.5
160,18.24,Summer tires,1,1,1,Moderate,11.4,0,0,61.0,-5.4
3,0.4,Summer tires,1,0,0,Moderate,13.5,0,0,26.0,-3.3
3,0.28,Summer tires,1,0,0,Moderate,9.3,0,0,29.0,-7.5
4,0.58,Summer tires,1,0,0,Moderate,14.4,0,0,34.0,-2.4
187,22.25,Summer tires,0,1,1,Moderate,11.9,0,0,53.0,-4.9
20,3.42,Summer tires,1,1,1,Normal,17.1,0,0,54.0,0.3
32,3.61,Summer tires,1,0,1,Normal,11.3,0,0,36.0,-5.5
1,0.1,Summer tires,1,0,0,Normal,10.6,0,0,15.0,-6.2
20,1.6,Summer tires,1,1,1,Normal,8.0,0,0,55.0,-8.8
20,3.56,Summer tires,1,1,1,Normal,17.8,0,0,47.0,1.0
2,0.34,Summer tires,1,0,0,Normal,17.0,0,0,17.0,0.2
21,1.87,Summer tires,1,1,1,Normal,8.7,0,0,53.0,-8.1
20,3.58,Summer tires,1,1,1,Normal,17.9,0,0,49.0,1.1
33,3.63,Summer tires,1,0,1,Normal,11.0,0,0,42.0,-5.8
20,3.9,Summer tires,1,1,1,Normal,19.5,0,0,47.0,2.7
117,12.75,Summer tires,1,0,1,Normal,10.9,0,0,45.0,-5.9
96,12.67,Summer tires,1,1,1,Normal,13.2,0,0,45.0,-3.6
64,7.42,Summer tires,1,1,0,Normal,11.6,0,0,63.0,-5.2
20,3.62,Summer tires,1,1,1,Normal,18.1,0,0,47.0,1.3
0.5,0.05,Summer tires,1,0,0,Normal,9.4,0,0,19.0,-7.4
20,1.64,Summer tires,1,1,1,Normal,8.2,0,0,52.0,-8.6
